id1,nachname,vorname,herkunftsort,herkunftsland,titel,fach,methoden_typ,spache,untersuchungsgegenstand,stoffklasse,jahr,uni,signatur,gefunden,fundort,sonderdruck,digitalisat,bork,hoermann,ledermann,historische_einleitung_ledermann,historische_einleitung_vorhanden,fokus_historischer_teil,thema_historischer_teil,zustand,provenienz_spuren,tschirch_betreuung,andere_betreuer,sprachregister,seiten_gesamt,seiten_historisch,anteil_historisch,vorkommende_epochen,wichtige_historische_personen_im_text,zaesuren_zeitkontext,quellen_primaer,quellen_sekundaer,zitiert_tschirch,tschirch_werke,abschnitte_handbuch,quellentypen,historie_stellenwert,historie_stellenwert_skala,narrative_form,wozu_dient_geschichte,Created time,Last modified time
1901-DISS-KE,Keto,Edward,unbekannt,unbekannt,"Ueber die Harze der Copaivabalsame",Pharmakognosie,deskriptiv-analytisch,de,Copaivabalsame,Balsame,1901,Universität Helsingfors,,true,finna.fi,false,true,true,false,true,false,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Vorkommen und Beschreibungen des Copaivabalsams,gut,,true,,wertend-positiv,77,1,0.012987012987012988,Frühe Neuzeit,"Samuel Purchas,Cristóbal Diatristán de Acuña,Georg Marggraf,Willem Piso",Hochimperialismus,,Pharmakographia a history of drugs (Flückiger und Hanbury),true,Die Harze und die Harzbehälter,,"Pharmakopöe,Fachliteratur","nur kurzer Abschnitt, anderer räumlicher Kontext",1,thematisch-systematisch,"legitimierend,kontextualisierend",2026-02-23 14:56:54+00:00,2026-04-09 14:31:12+00:00
1901-DISS-KJ,Klaveness,Johannes,Norwegen,Königreich Norwegen,Studien über die Natal- und die Uganda-aloë,Pharmakognosie,,de,,,1901,Universität Bern,PH D 359 P,true,IMG,,,true,false,true,,false,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,,"gut,leicht vergilbt",,true,,,45,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:39+00:00,2026-03-30 09:07:23+00:00
1901-DISS-NB,Niederstadt,Bernhard,Dillenburg,Deutsches Reich,Über den neuseeländischen Kauri-Busch-Copal von Dammara australis und Über das Harz von Pinus silvestris.,Pharmakognosie,deskriptiv-analytisch,de,"Copal,Dammaraharz,Pinus",Harze,1901,Universität Bern,PH D 247 P,true,IMG,,,true,false,true,,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Etymologie und Vorkommen der Copale,gut,Stempel,true,,deskriptiv-neutral,88,1,0.011363636363636364,Anfang 19. Jahrhundert,Theodor Wilhelm Christian Martius,Hochimperialismus,,,,,,Handbuch,dient eigentlich nur der etymologischen Einleitung ,1,thematisch-systematisch,kontextualisierend,2026-02-23 11:57:39+00:00,2026-04-07 14:54:58+00:00
1901-DISS-VL,van Itallie,Leopold,Rotterdam,Königreich der Niederlande,Ueber den orientalischen und den amerikanischen Styrax. (von Liquidambar orientalis u. Liquidambar styraciflua),Pharmakognosie,deskriptiv-analytisch,de,Styrax,Balsame,1901,Universität Bern,PH D 359 P,true,IMG,,,true,true,true,,true,"Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Allgemeine Pharmaziegeschichte",Vorkommen und Verwendung Styrax bis zurück ins Altertum,gut,,true,,wertend-positiv,92,12,0.13043478260869565,"Altertum,Frühmittelalter,Mittelalter,Mitte 19. Jahrhundert",Herodot,Hochimperialismus,,"Lehrbuch der Pharmakognosie des Pflanzenreiches : Naturgeschichte der wichtigeren Arzneistoffe vegetabilischen Ursprunges (Flückiger),Pharmacie bei den Culturvölkern (Berendes)",true,Die Harze und die Harzbehälter,,Religiöse Schriften,"kommt umfangreich in Einleitung vor, wird eingeordnet, ältere Geschichte wird einleitend genutzt, dann wird sich bei bisherigen Untersuchungen vor wiegend auf mitte des 19. Jahrhhunderts bezogen",2,thematisch-systematisch,"legitimierend,kontextualisierend",2026-02-23 11:57:39+00:00,2026-04-09 13:53:28+00:00
1902-DISS-CJ,Cremer,Joachim,Aachen,Deutsches Reich,Studien über Elemi.,Pharmakognosie,deskriptiv-analytisch,de,Elemi,Harze,1902,Universität Bern,PH D 181 P,true,IMG,,,true,false,true,true,true,"Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Allgemeine Pharmaziegeschichte","Beschreibung, Vorkommen, Etymologie und Untersuchung von Elemi","gut,leicht vergilbt",,true,,"wertend-positiv,autoritativ-kanonisch",86,12,0.13953488372093023,"Altertum,Mittelalter,Frühe Neuzeit","Theophrastos von Eresos,Gaius Plinius Secundus Maior,Pedanios Dioskurides,Antonio Musa Brassavola,Claude-Joseph Geoffroy,Nicolás Monardes,Willem Piso,Georg Joseph Kamel,James Petiver,Robert Bentley,Henry Trimen,Michael Bernhard Valentini,Christoph Heinrich Pfaff,Jöns Jakob Berzelius,George Samuel Perrottet",Hochimperialismus,"Museum Museorum (Valentini),Histoire generale des Droqgues simples et composées (Pomet),System der Materia medica nach chemischen Principien (Pfaff),Lehrbuch der Chemie (Berzelius)",Lehrbuch der Pharmakognosie des Pflanzenreiches : Naturgeschichte der wichtigeren Arzneistoffe vegetabilischen Ursprunges (Flückiger),true,Die Harze und die Harzbehälter,,"Historische Wissensliteratur,Taxen,Listen,Historische Sekundärquellen,Fachzeitschriften,Lehrbücher,Fachliteratur,Jahresberichte","geschichte sehr zentral, Personen werden zusammen mit Werken genannt und in einen Kontext eingebettet, geht auf verschiedenste Perspektiven ein: Etymologie, Herkunft, Beschreibung, Handel, Geschichte wird eingebettet",3,thematisch-systematisch,"kanonbildend,kontextualisierend,legitimierend",2026-02-23 11:57:39+00:00,2026-04-08 15:19:33+00:00
1902-DISS-DJ,Dekker,Johan,unbekannt,unbekannt,Ueber einige Bestandteile des Cacao und ihre Bestimmung.,Pharmakognosie,deskriptiv-analytisch,de,Cacao,Gewürze und Genussmittel,1902,Universität Bern,PH D 360 P,true,IMG,,,true,true,true,,true,Naturwissenschafts-/Disziplingeschichte,Entdeckung und Untersuchung der Bestandteile im Cacao,"gut,leicht vergilbt,Flecken",,true,,deskriptiv-neutral,81,4,0.04938271604938271,Gesamtes 19. Jahrhundert,,Hochimperialismus,,,,,,"Fachzeitschriften,Jahresberichte,Wissenschaftliche Berichte","wird schon historisch hergeleitet, allerdings beschränkt sich die Geschichte nur aufs 19. Jahrhundert, jahreszahlen werden betont, also findet schon eine Einordnung in die Vergangenheit statt",1,thematisch-systematisch,kontextualisierend,2026-02-23 11:57:39+00:00,2026-04-07 15:19:52+00:00
1902-DISS-HK,Heuberger,Karl,Bözen (Aargau),Schweizerische Eidgenossenschaft,Untersuchungen über den chinesischen Rhabarber.,Pharmakognosie,experimentell,de,Rhabarber,Anthrachinon-Drogen,1902,Universität Bern,PH D 360 P,true,IMG,,,true,true,true,true,true,"Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Allgemeine Pharmaziegeschichte","Herkunft, Beschreibung und Untersuchung der Bestandteile im chinesischen Rhabarber","gut,vergilbt",,true,,"wertend-positiv,autoritativ-kanonisch",62,12,0.1935483870967742,"Frühgeschichte,Altertum,Mittelalter,Frühe Neuzeit,Mitte 19. Jahrhundert","Shennong,Pedanios Dioskurides,Gaius Plinius Secundus Maior,Ammianus Marcellinus,Marco Polo,Odorich von Portenau,Jean-Pierre Guillaume Pauthier,Michael Bernhard Valentini,Caspar Neumann,Carl von Linné,Nikolai Michailowitsch Prschewalski ,Henri Ernest Baillon,Julius Eugen Schloßberger,Otto Döpping,Carl Wilhelm Scheele,Adolph Ferdinand Gehlen,William Henry,Johann Bartholomäus Trommsdorff,Warren De La Rue,Georg Dragendorff",Hochimperialismus,"Materia medica (Dioskurides),Naturalis historia (Plinius),Chymiae medicae (Neumann),Aurifodina medica e tripl. nat. regno (Giess und Francf)",Lehrbuch der Pharmakognosie des Pflanzenreiches : Naturgeschichte der wichtigeren Arzneistoffe vegetabilischen Ursprunges (Flückiger),true,"Anatomischer Atlas der Pharmakognosie und Nahrungsmittelkunde,Publikation",,"Reiseberichte,Historische Sekundärquellen,Kräuterbuch,Wissenschaftliche Berichte,Fachzeitschriften,Jahresberichte,botanisches Systematikwerk,Fachliteratur,Jahrbücher,Handbuch","geht bis zur Vorgeschichte zurück, behandelt allgemeine Geschichte, sehr viele geographische Bezüge, explizite Nennung der Jahrhunderte und später der Jahrzahlen, die in den Text eingebettet werden, wird auf viele historische Arbeiten und Untersuchungen eingegangen, erst wird auf Herkunft, Beschreibung, Etymologie, Handel eingegangen danach wird auch auf die Chemie und die vergangen historischen Untersuchungen eingegangen.",3,"personenzentriert,chronologisch","kontextualisierend,legitimierend,kanonbildend",2026-02-23 11:57:39+00:00,2026-04-08 15:33:17+00:00
1902-DISS-KM,Koch,Moritz,Jena,Deutsches Reich,Ueber das Harz von Dammara orietalis (Manila-Copal) und Ueber das siebenbürgische Resina Pini von Picea vulgaris (Link).,Pharmakognosie,,de,,,1902,Universität Bern,PH D 360 P,true,IMG,,,true,true,true,,false,,"Wird nur erwähnt, dass es wenig Geschichte gibt",gut,,true,,,100,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:39+00:00,2026-03-30 12:33:14+00:00
1903-DISS-EP,Eijken,Peter Anton August Frederik,Utrecht,Königreich der Niederlande,Untersuchungen von in Bern cultivierten Rhabarberrhizomen (Rheum palmatum & tanguitcum und Rheum officinale Baillon).,Pharmakognosie,experimentell,de,Rhabarber,Anthrachinon-Drogen,1903,Universität Bern,PH D 191 P,true,IMG,,,true,true,true,true,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,"Entdeckung, Beschreibung und Handel mit dem Rhabarber","gut,leicht vergilbt",,true,,"wertend-positiv,autoritativ-kanonisch",97,6,0.061855670103092786,"Frühgeschichte,Altertum,Frühmittelalter,Mittelalter,Frühe Neuzeit","Pedanios Dioskurides,Scribonius Largus,Ammianus Marcellinus,Aulus Cornelius Celsus,Alexander von Tralleis,Crispus,Isidor von Sevilla,Avicenna,Marco Polo,Odorich von Portenau,Giovan Battista Ramusio",Hochimperialismus,"Materia medica (Dioskurides),Naturalis historia (Plinius),De compositione medicamentorum (Marcellinus),De medicina (Celsus),Alexander von Tralles. Original-Text und Übersetzung nebst einer einleitenden Abhandlung. Ein Beitrag zur Geschichte der Medizin (Alexander von Tralleis hrsg. von Puschmann)","Lehrbuch der Pharmakognosie des Pflanzenreiches : Naturgeschichte der wichtigeren Arzneistoffe vegetabilischen Ursprunges (Flückiger),Indische Altertumskunde II (Lassen),Erdkunde von Asien (Ritter),Géographie d'Edrisi (Übersetzung durch Jaubert),Geschichte der Botanik (Mayer),Geschichte des Levantehandels im Mittelalter (Heyd)",,,,"Reiseberichte,Erdkundeliteratur,Historische Wissensliteratur,Historische Sekundärquellen","wird mit der Frühgeschichte angefangen und ähnlich wie die anderen Rhabarberarbeiten eingeleitet, wird auf verschiedene Jahrhunderte und historische Personen eingegangen",2,"personenzentriert,thematisch-systematisch","kontextualisierend,legitimierend,kanonbildend",2026-02-23 11:57:39+00:00,2026-04-08 15:46:56+00:00
1903-DISS-FF,Ferié,Fritz,Ahaus (i. Westfalen),Deutsches Reich,Zur Kenntnis der Fette.,Pharmakochemie,deskriptiv-analytisch,de,sonstiges,Sonstige,1903,Universität Bern,PH D 360 P,true,IMG,,,true,false,true,true,true,"Pharmazeutische Chemie-/Technologiegeschichte,Naturwissenschafts-/Disziplingeschichte",Untersuchung der verschiedenen Fette mit verschiedenen Methoden,gut,,true,,wertend-positiv,64,1,0.015625,"Frühe Neuzeit,Übergang 19. Jahrhundert","Carl Wilhelm Scheele,Eugène Chevreul",Hochimperialismus,,,,,,"Briefe,Historische Wissensliteratur,Jahresberichte","wird schon ein historischer Bezug hergestellt, nimmt allerdings keine bedeutende Rolle in der Einleitung ein",1,thematisch-systematisch,kontextualisierend,2026-02-23 11:57:39+00:00,2026-04-07 15:24:42+00:00
1903-DISS-KF,Koritschoner,Franz,Wien,Österreich-Ungarn,Untersuchungen über das Russische Pech und das Harz von Pinus palustris.,Pharmakognosie,experimentell,de,"Pech,Pinus",Harze,1903,Universität Bern,PH D 228 P,true,IMG,,,true,true,true,,true,"Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Naturwissenschafts-/Disziplingeschichte","Harzuntersuchungen bis ins 16. Jahrhundert mit der aufwerfenden Frage, was lange nicht untersucht wurde",gut,Handschrfit Tschirch,true,,deskriptiv-neutral,64,1,0.015625,Frühe Neuzeit,,Hochimperialismus,,,true,Die Harze und die Harzbehälter,,,16. Jahrhundert wird nur kurz erwähnt und allgemein auf die Harzuntersuchungen eingegangen,1,teleologisch,"kontextualisierend,legitimierend",2026-02-23 11:57:40+00:00,2026-04-08 10:19:59+00:00
1903-DISS-SB,Studer,Bernhard,Bern,Schweizerische Eidgenossenschaft,Über das amerikanische Colophonium,Pharmakognosie,deskriptiv-analytisch,de,Colophnium,Harze,1903,Universität Bern,PH D 283 P,true,IMG,,,true,true,true,true,true,"Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Allgemeine Pharmaziegeschichte","Entdeckung, Beschreibung, Handel, Verwendung und Untersuchung des amerikanischen Colophonium",gut,,true,,wertend-positiv,129,20,0.15503875968992248,"Altertum,Mittelalter,Mitte 19. Jahrhundert","Pedanios Dioskurides,Alexander von Tralleis,Henri Braconnot,Edme-Jean Baptiste Bouillon-Lagrange,Joseph Louis Gay-Lussac,Louis Jacques Thénard,Jöns Jakob Berzelius,Justus von Liebig,Nicolas Théodore de Saussure,Andrew Ure,Antoine Alexandre Brutus Bussy,Louis René Le Canu,Otto Unverdorben,Johann Christian Poggendorff,Johann Bartholomäus Trommsdorff,Richard Maly,Julius Rudolph Theodor Vogel",Hochimperialismus,,Lehrbuch der Pharmakognosie des Pflanzenreiches : Naturgeschichte der wichtigeren Arzneistoffe vegetabilischen Ursprunges (Flückiger),true,"Die Harze und die Harzbehälter,Publikation",,"Apothekeninventar,Historische Sekundärquellen,Jahresberichte,Wissenschaftliche Berichte,Fachzeitschriften,Dissertationen,Sitzungsberichte","wird ausführlich behandelt und eingebettet, Etymologie, Herkunft, Beschreibung, Handel, bisherige Untersuchungen werden ausführlich eingeordnet und beschrieben",3,thematisch-systematisch,"kanonbildend,legitimierend,kontextualisierend",2026-02-23 11:57:40+00:00,2026-04-08 16:37:30+00:00
1903-DISS-SG,Schmidt,Georg,unbekannt,unbekannt,Ueber den Harzbalsam von Pinus Laricio (Oesterreichischer Terpentin),Pharmakognosie,,de,,,1903,Universität Bern,PH D 360 P,true,IMG,,,true,true,true,,,,,gut,,true,,,37,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:33:17+00:00
1903-DISS-SM,Stępowski,Maryan,Warschau (Polen),Königreich Polen,"Vergleichend - Anatomische Untersuchungen über die oberirdischen Vegetationsorgane der Burseraceae, Dipterocarpeae und Guttiferae mit besonderer Berücksichtigung der Sekretbehälter",Pharmakognosie,vergleichend,de,sonstiges,Sonstige,1903,Universität Bern,PH D 361 P,true,IMG,,,true,true,true,,true,Naturwissenschafts-/Disziplingeschichte,Bahnbrechende Beobachtungen mit der Vervollkommung des Mikroskopes,"gut,leicht vergilbt",Handschrift Doktorand,true,,deskriptiv-neutral,122,1,0.00819672131147541,"Mitte 19. Jahrhundert,Ende 19. Jahrhundert",Anton de Bary,Hochimperialismus,,,true,"Angewandte Pflanzenanatomie,Die Harze und die Harzbehälter,Publikation",,"Wissenschaftliche Berichte,Jahresberichte,Lehrbücher","sieht sich nicht in der Verantwortung die vollkommene historische Entwicklung der Lehre über Sekretbehälter zu geben, nur die wichtigsten Resultate werden gelistet, die allerdings sich nur aufs 19. Jahrhundert beziehen",1,thematisch-systematisch,kontextualisierend,2026-02-23 11:57:40+00:00,2026-04-08 10:26:23+00:00
1903-DISS-VW,van den Driessen Mareeuw,Wilhelm P. H.,Utrecht,Königreich der Niederlande,Ueber die Samen von Barringtonia speciosa (Gaertn).,Pharmakognosie,,de,,,1903,Universität Bern,PH D 360 P,true,IMG,,,true,true,true,,,,,"gut,leicht vergilbt",,true,,,68,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:33:21+00:00
1903-DISS-WL,Weil,Leopold,Baden-Baden,Deutsches Reich,Ueber den Gurjunbalsam,Pharmakognosie,deskriptiv-analytisch,de,Gurjunbalsam,Balsame,1903,Universität Bern,PH D 360 P,true,IMG,,,true,false,true,,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,"Beschreibung, Untersuchung und Verwendung des Gurjunbalsams",gut,,true,,deskriptiv-neutral,80,8,0.1,Anfang 19. Jahrhundert,"William Francklin,Whitelaw Ainslie,William Brooke O’Shaughnessy,William Roxburgh,Daniel Hanbury",Hochimperialismus,Plants fo the croast of Coromandel (Roxburgh),,true,Angewandte Pflanzenanatomie,,"Fachliteratur,Notizen,Fachzeitschriften,Jahresberichte,Historische Sekundärquellen,botanisches Systematikwerk,Lehrbücher","wird auf Geschichte des 19. Jahrhunderts eingegangen, soll die bisherige Forschung darstellen, übernimmt eine eher einleitende, am Anfang wird noch auf Jahreszahlen eingegangen zur historischen Verordnung nach ein paar Seiten nicht mehr",2,chronologisch,kontextualisierend,2026-02-23 11:57:40+00:00,2026-04-09 13:55:49+00:00
1904-DISS-NE,Neuber,Eugen,Katscher (i. Schlesien),Deutsches Reich,"Beiträge zur vergleichenden Anatomie der Wurzeln vorwiegend offizineller Pflanzen, mit besonderer Berücksichtigung der Heterorhizie der Dicotylen.",Pharmakognosie,,de,,,1904,Universität Bern,PH D 360 P,true,IMG,,,true,true,true,,,,,gut,,true,,,70,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:33:25+00:00
1904-DISS-OG,Ottenberg,Günther,Wernigerode (a. H.),Deutsches Reich,"Spektralanalytische, mit dem Quarz-Spektrographen vorgenommene Untersuchungen reiner und kapillaranalytisch abgetrennter gelber Farbstoffe mit besonderer Berücksichtigung pharmakognostisch wichtiger Körper.",Pharmakognosie,mirkochemisch-physikalisch,de,sonstiges,Sonstige,1904,Universität Bern,PH D 361 P,true,IMG,,,true,true,true,,true,Pharmazeutische Chemie-/Technologiegeschichte,Untersuchung von Farbstoffen und Beschreibung der Methoden,gut,,true,,wertend-kritisch,123,9,0.07317073170731707,Gesamtes 19. Jahrhundert,"Jöns Jakob Berzelius,Edmond Frémy,Édouard Filhol,Henry Clifton Sorby,Heinrich Wackenroder,Theodor Hartig",Hochimperialismus,,,true,"Publikation,Untersuchungen über das Chlorophyll",,"Jahresberichte,Fachzeitschriften,Wissenschaftliche Berichte","reicht nicht so weit zurück, wird einleitend eingesetzt, Darstellung früherer Untersuchungen zu Farbstoffen",2,"teleologisch,thematisch-systematisch",kontextualisierend,2026-02-23 11:57:40+00:00,2026-04-08 13:20:30+00:00
1904-DISS-RL,Reutter,Louis,La Chaux-de-Fonds,Schweizerische Eidgenossenschaft,"Ueber Mastix, Caricari-Elemi und über verschiedene Gräberharze aus Karthago.",Pharmakognosie,deskriptiv-analytisch,de,"Elemi,Mastix",Harze,1904,Universität Bern,PH D 360 P,true,IMG,,,true,true,true,true,true,"Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Naturwissenschafts-/Disziplingeschichte","Herkunft, Entdeckung, Beschreibung, Verwendung und Analysen über Mastix","gut,leicht vergilbt",,true,,wertend-positiv,75,14,0.18666666666666668,"Mittelalter,Altertum,Gesamtes 19. Jahrhundert,Frühe Neuzeit","Theodoros Georgios Orphanides,Cristoforo Buondelmonti,Theophrastos von Eresos,Gaius Plinius Secundus Maior,Valerius Cordus,Johann Bartholomäus Trommsdorff,Edme-Jean Baptiste Bouillon-Lagrange,Johann Friedrich Gmelin",Hochimperialismus,"Dispensatorium (Cordus),System der Materia medica nach chemischen Principien (Pfaff)",Lehrbuch der Pharmakognosie des Pflanzenreiches : Naturgeschichte der wichtigeren Arzneistoffe vegetabilischen Ursprunges (Flückiger),true,"Angewandte Pflanzenanatomie,Die Harze und die Harzbehälter",,"Fachliteratur,Fachzeitschriften,Historische Wissensliteratur,Wissenschaftliche Berichte,Jahrbücher,Lehrbücher,Enzyklopädie,Kommentar Pharmaokopöe,Jahresberichte","wird geschickt in Text eingebettet, nicht chronologisch",2,thematisch-systematisch,"kontextualisierend,legitimierend",2026-02-23 11:57:40+00:00,2026-04-09 13:58:48+00:00
1904-DISS-SO,Saal,Otto,Bonn,Deutsches Reich,Über Elemi und Tacamahaca.,Pharmakognosie,,de,,,1904,Universität Bern,PH D 360 P,true,IMG,,,true,true,true,,,,,gut,,true,,,77,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:33:28+00:00
1905-DISS-CU,Cristofoletti,Ugo,unbekannt,unbekannt,Studien über Rheum rhaponticum.,Pharmakognosie,deskriptiv-analytisch,de,Rhabarber,Anthrachinon-Drogen,1905,Universität Bern,PH D 182 P,true,IMG,,,true,true,true,true,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,"Herkunft, Beschreibung, Kultivierung, Verwendung und Untersuchung des Rheum rhaponticum.",gut,,true,,"wertend-positiv,autoritativ-kanonisch",63,7,0.1111111111111111,"Altertum,Frühe Neuzeit,Mittelalter","Joseph Pitton de Tournefort,Jan Commelin,Pedanios Dioskurides,Gaius Plinius Secundus Maior,Ammianus Marcellinus,Scribonius Largus,Aulus Cornelius Celsus,Marcus Licinius Crassus,Prospero Alpini,Kurt Sprengel,Yuhanna ibn Masawaih,Augustin Pyrame de Candolle,Caspar Neumann,Carl von Linné",Hochimperialismus,"Chymiae medicae (Neumann),Catalogus Plantarum Horti Medici Amstelodamensis (Commelin),Dioscorides Pharmacorum Simplicium reique Medicae Libri VIII (Ruellius),Naturalis historia (Plinius),Römische Geschichte (Marcellinus),De compositione medicamentorum (Largus),De medicina (Celsus),Kommentar in Dioscorides (Sprengels),Damasceni opera De Medicamentorum (Mesue)","Lehrbuch der Pharmakognosie des Pflanzenreiches : Naturgeschichte der wichtigeren Arzneistoffe vegetabilischen Ursprunges (Flückiger),Histoire nautrelles des Drogues simples (Guibourt),Repetorium für die Pharmazie (Buchner)",,,,"Historische Sekundärquellen,Historische Wissensliteratur,Fachzeitschriften,Kommentar Pharmaokopöe,Fachliteratur","wird in die Einleitung eingebettet, viele Namen werden genannt und eingeordnet, wird auch in auf Latein zitiert",3,"personenzentriert,thematisch-systematisch","kontextualisierend,legitimierend,kanonbildend",2026-02-23 11:57:40+00:00,2026-04-08 17:10:56+00:00
1905-DISS-GC,Gerdts,Carl Ludwig,Freiburg a. d. Elbe (Hannover),Deutsches Reich,Bau und Entwicklung der Kompositenfrucht,Pharmakognosie,,de,,,1905,Universität Bern,PH D 361 P,true,IMG,,,true,true,true,,,,,"gut,leicht vergilbt",,true,,,92,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:33:30+00:00
1905-DISS-HR,Hoffbauer,Richard,Bünde (in Westfalen),Deutsches Reich,Beiträge zur Kenntnis der Aloe.,Pharmakognosie,deskriptiv-analytisch,de,Aloe,Anthrachinon-Drogen,1905,Universität Bern,PH D 361 P,true,IMG,,,true,true,true,true,true,"Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Allgemeine Pharmaziegeschichte","Herkunft, Beschreibung, Gewinnung und Untersuchung der Aloe",gut,,true,,"wertend-positiv,autoritativ-kanonisch",64,24,0.375,"Altertum,Gesamtes 19. Jahrhundert","Aulus Cornelius Celsus,Gaius Plinius Secundus Maior,Scribonius Largus,Pedanios Dioskurides,Galenos von Pergamon,Claude-Joseph Geoffroy,Johann Friedrich Cartheuser,Caspar Neumann,Johann Bartholomäus Trommsdorff,Henri Braconnot,Christoph Heinrich Pfaff,Edme-Jean Baptiste Bouillon-Lagrange,Jonathan Pereira",Hochimperialismus,"Bibel,Materia medica (Dioskurides),System der Materia medica nach chemischen Principien (Pfaff)",Pharmakographia a history of drugs (Flückiger und Hanbury),true,"Publikation,Angewandte Pflanzenanatomie",,"Religiöse Schriften,Historische Sekundärquellen,Historische Wissensliteratur,Dissertationen,Fachzeitschriften,Fachliteratur,Jahresberichte,Jahrbücher","wird in den restlichen Inhalt eingebettet nicht nur einleitend, geht bis ins Altertum zurück",2,thematisch-systematisch,"kontextualisierend,legitimierend,kanonbildend",2026-02-23 11:57:40+00:00,2026-04-09 14:00:35+00:00
1905-DISS-MO,Müller,Oscar,Berlin,Deutsches Reich,Beiträge zur Chemie der Guttapercha und des Katschuks.,Pharmakognosie,,de,,,1905,Universität Bern,PH D 361 P,true,IMG,,,true,true,true,,,,,"gut,Flecken",,true,,,86,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:33:33+00:00
1905-DISS-PW,Paul,Walter,Berlin,Deutsches Reich,Studien über das Euphorbium.,Pharmakognosie,deskriptiv-analytisch,de,Euphorbium,Gummiharze,1905,Universität Bern,PH D 361 P,true,IMG,,,true,true,true,true,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,"Verwendung, Beschreibung und Untersuchung des Euphorbium",gut,Stempel,true,,"wertend-positiv,autoritativ-kanonisch",80,24,0.3,"Altertum,Frühe Neuzeit,Mittelalter","Pedanios Dioskurides,Gaius Plinius Secundus Maior,Scribonius Largus,Rufus von Ephesos,Galenos von Pergamon,Oreibasios,Flavius Aëtius,Alexander von Tralleis,Paulos von Aigina,Yuhanna ibn Masawaih,Jacobus Sylvius,Johannes Manardus,Avicenna,Abu Muhammad ibn al-Baitar,Michael Bernhard Valentini,Johann Friedrich Cartheuser,Caspar Neumann,Henri Braconnot",Hochimperialismus,"Materia medica (Dioskurides),Naturalis historia (Plinius),Damasceni opera De Medicamentorum (Mesue),Museum Museorum (Valentini),Fundmenta Materiae medicae (Cartheuser),Chymiae medicae (Neumann)","Lehrbuch der Pharmakognosie des Pflanzenreiches : Naturgeschichte der wichtigeren Arzneistoffe vegetabilischen Ursprunges (Flückiger),Heil- und Nutzpflanzen (Dragendorff),Les drogues simples d'origine vététale (Planchon-Collin),Darstellung und Beschreibung sämmtlicher in der Pharmacopoea Borussica aufgeführten offizinellen Gewächse oder der Theile und Rohstoffe welche von ihnen in Anwendung kommen nach natürlichen Familien (Berg und Schmidt),Pharmakographia a history of drugs (Flückiger und Hanbury)",true,"Angewandte Pflanzenanatomie,Die Harze und die Harzbehälter",,"Historische Wissensliteratur,Historische Sekundärquellen,Handbuch,Lehrbücher,Fachzeitschriften,Jahresberichte","wird ausführlich behandelt und eingebettet, Originalzitate aus Primärliteratur, wird auf verschiedene Epochen eingegangen, viele historische Persönlichkeiten genannt",3,"personenzentriert,chronologisch","kanonbildend,legitimierend,kontextualisierend",2026-02-23 11:57:40+00:00,2026-04-08 17:20:56+00:00
1905-DISS-SC,Svendsen,Carl Johan I. B.,Tromsö (Norwegen),Königreich Norwegen,"Ueber den Harzfluss bei den Dicotylen speziell bei Styrax, Canarium, Shorrea, Toluifera und Liquidambar",Pharmakognosie,,de,,,1905,Universität Bern,PH D 361 P,true,IMG,,,true,true,true,,,,,"gut,leicht vergilbt",,true,,,81,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:33:36+00:00
1906-DISS-BM,Burchhardt,Magnus,Erfurt,Deutsches Reich,"Über einige seltenere Sekrete. (Japanischer Terpentin, Eperua-Balsam und Honduras-Balsam)",Pharmakognosie,,de,,,1906,Universität Bern,PH D 176 P,true,IMG,,,true,true,true,,,,,"gut,leicht vergilbt",,true,,,48,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:40+00:00,2026-03-30 12:33:40+00:00
